user_id,skill_name,correctms_response_time
6039,ifstatement,0,351558
6039,forloop,0,351558
6040,statement,0,376818
6040,ifstatement,0,376818
6040,forloop,0,376818
6041,statement,1,169853
6041,ifstatement,1,169853
6041,forloop,1,169853
6042,statement,0,431715
6042,ifstatement,0,431715
6042,forloop,0,431715
6043,statement,0,47949
6043,ifstatement,0,47949
6043,forloop,0,47949
6044,statement,0,275269
6044,ifstatement,0,275269
6044,forloop,0,275269
6045,statement,0,466879
6045,ifstatement,0,466879
6045,forloop,0,466879
6046,statement,0,282699
6046,ifstatement,0,282699
6046,forloop,0,282699
6047,statement,0,416585
6047,ifstatement,0,416585
6047,forloop,0,416585
6048,statement,0,459250
6048,ifstatement,0,459250
6048,forloop,0,459250
6049,statement,1,170445
6049,ifstatement,1,170445
6049,forloop,1,170445
6050,statement,0,69937
6050,ifstatement,0,69937
6050,forloop,0,69937
6051,statement,0,465382
6051,ifstatement,0,465382
6051,forloop,0,465382
6052,statement,0,145897
6052,ifstatement,0,145897
6052,forloop,0,145897
6053,statement,1,460007
6053,ifstatement,1,460007
6053,forloop,1,460007
6054,statement,0,277888
6054,ifstatement,0,277888
6054,forloop,0,277888
6055,statement,1,249397
6055,ifstatement,1,249397
6055,forloop,1,249397
6056,statement,1,105479
6056,ifstatement,1,105479
6056,forloop,1,105479
6057,statement,0,34049
6057,ifstatement,0,34049
6057,forloop,0,34049
6058,statement,1,48772
6058,ifstatement,1,48772
6058,forloop,1,48772
6059,statement,1,432451
6059,ifstatement,1,432451
6059,forloop,1,432451
6060,statement,0,43839
6060,ifstatement,0,43839
6060,forloop,0,43839
6061,statement,1,97952
6061,ifstatement,1,97952
6061,forloop,1,97952
6062,statement,1,35946
6062,ifstatement,1,35946
6062,forloop,1,35946
6063,statement,0,411259
6063,ifstatement,0,411259
6063,forloop,0,411259
6064,statement,0,420246
6064,ifstatement,0,420246
6064,forloop,0,420246
6065,statement,0,366740
6065,ifstatement,0,366740
6065,forloop,0,366740
6066,statement,1,266411
6066,ifstatement,1,266411
6066,forloop,1,266411
6067,statement,1,284227
6067,ifstatement,1,284227
6067,forloop,1,284227
6068,statement,0,207330
6068,ifstatement,0,207330
6068,forloop,0,207330
6069,statement,0,335129
6069,ifstatement,0,335129
6069,forloop,0,335129
6070,statement,0,93916
6070,ifstatement,0,93916
6070,forloop,0,93916
6071,statement,1,107908
6071,ifstatement,1,107908
6071,forloop,1,107908
6072,statement,0,355292
6072,ifstatement,0,355292
6072,forloop,0,355292
6073,statement,1,188892
6073,ifstatement,1,188892
6073,forloop,1,188892
6074,statement,1,90340
6074,ifstatement,1,90340
6074,forloop,1,90340
6075,statement,1,113471
6075,ifstatement,1,113471
6075,forloop,1,113471
6076,statement,0,168255
6076,ifstatement,0,168255
6076,forloop,0,168255
6077,statement,0,124068
6077,ifstatement,0,124068
6077,forloop,0,124068
6078,statement,1,213497
6078,ifstatement,1,213497
6078,forloop,1,213497
6079,statement,1,189533
6079,ifstatement,1,189533
6079,forloop,1,189533
6080,statement,1,428660
6080,ifstatement,1,428660
6080,forloop,1,428660
6081,statement,0,204917
6081,ifstatement,0,204917
6081,forloop,0,204917
6082,statement,0,498289
6082,ifstatement,0,498289
6082,forloop,0,498289
6083,statement,1,223382
6083,ifstatement,1,223382
6083,forloop,1,223382
6084,statement,0,459487
6084,ifstatement,0,459487
6084,forloop,0,459487
6085,statement,1,408652
6085,ifstatement,1,408652
6085,forloop,1,408652
6086,statement,0,488892
6086,ifstatement,0,488892
6086,forloop,0,488892
6087,statement,1,108031
6087,ifstatement,1,108031
6087,forloop,1,108031
6088,statement,0,101739
6088,ifstatement,0,101739
6088,forloop,0,101739
6089,statement,0,213464
6089,ifstatement,0,213464
6089,forloop,0,213464
6090,statement,0,438646
6090,ifstatement,0,438646
6090,forloop,0,438646
6091,statement,0,188678
6091,ifstatement,0,188678
6091,forloop,0,188678
6092,statement,0,487070
6092,ifstatement,0,487070
6092,forloop,0,487070
6093,statement,0,129975
6093,ifstatement,0,129975
6093,forloop,0,129975
6094,statement,0,76081
6094,ifstatement,0,76081
6094,forloop,0,76081
6095,statement,1,304479
6095,ifstatement,1,304479
6095,forloop,1,304479
6096,statement,1,58923
6096,ifstatement,1,58923
6096,forloop,1,58923
6097,statement,0,471884
6097,ifstatement,0,471884
6097,forloop,0,471884
6098,statement,1,379020
6098,ifstatement,1,379020
6098,forloop,1,379020
6099,statement,0,367598
6099,ifstatement,0,367598
6099,forloop,0,367598
6100,statement,0,57925
6100,ifstatement,0,57925
6100,forloop,0,57925
6101,statement,0,157214
6101,ifstatement,0,157214
6101,forloop,0,157214
6102,statement,1,99521
6102,ifstatement,1,99521
6102,forloop,1,99521
6103,statement,0,199672
6103,ifstatement,0,199672
6103,forloop,0,199672
6104,statement,0,86323
6104,ifstatement,0,86323
6104,forloop,0,86323
6105,statement,0,482700
6105,ifstatement,0,482700
6105,forloop,0,482700
6106,statement,1,159198
6106,ifstatement,1,159198
6106,forloop,1,159198
6107,statement,1,317461
6107,ifstatement,1,317461
6107,forloop,1,317461
6108,statement,1,30342
6108,ifstatement,1,30342
6108,forloop,1,30342
6109,statement,0,162010
6109,ifstatement,0,162010
6109,forloop,0,162010
6110,statement,0,78082
6110,ifstatement,0,78082
6110,forloop,0,78082
6111,statement,1,353946
6111,ifstatement,1,353946
6111,forloop,1,353946
6112,statement,0,315715
6112,ifstatement,0,315715
6112,forloop,0,315715
6113,statement,0,494674
6113,ifstatement,0,494674
6113,forloop,0,494674
6114,statement,1,246971
6114,ifstatement,1,246971
6114,forloop,1,246971
6115,statement,0,440241
6115,ifstatement,0,440241
6115,forloop,0,440241
6116,statement,0,414202
6116,ifstatement,0,414202
6116,forloop,0,414202
6117,statement,0,376298
6117,ifstatement,0,376298
6117,forloop,0,376298
6118,statement,0,57058
6118,ifstatement,0,57058
6118,forloop,0,57058
6119,statement,1,180420
6119,ifstatement,1,180420
6119,forloop,1,180420
6120,statement,0,357401
6120,ifstatement,0,357401
6120,forloop,0,357401
6121,statement,0,188411
6121,ifstatement,0,188411
6121,forloop,0,188411
6122,statement,0,125587
6122,ifstatement,0,125587
6122,forloop,0,125587
6123,statement,1,243679
6123,ifstatement,1,243679
6123,forloop,1,243679
6124,statement,1,93051
6124,ifstatement,1,93051
6124,forloop,1,93051
6125,statement,1,181960
6125,ifstatement,1,181960
6125,forloop,1,181960
6126,statement,0,425867
6126,ifstatement,0,425867
6126,forloop,0,425867
6127,statement,1,84956
6127,ifstatement,1,84956
6127,forloop,1,84956
6128,statement,1,269637
6128,ifstatement,1,269637
6128,forloop,1,269637
6129,statement,0,204731
6129,ifstatement,0,204731
6129,forloop,0,204731
6130,statement,0,254007
6130,ifstatement,0,254007
6130,forloop,0,254007
6131,statement,1,139324
6131,ifstatement,1,139324
6131,forloop,1,139324
6132,statement,0,50788
6132,ifstatement,0,50788
6132,forloop,0,50788
6133,statement,0,160346
6133,ifstatement,0,160346
6133,forloop,0,160346
6134,statement,0,50325
6134,ifstatement,0,50325
6134,forloop,0,50325
6135,statement,0,86959
6135,ifstatement,0,86959
6135,forloop,0,86959
6136,statement,1,242801
6136,ifstatement,1,242801
6136,forloop,1,242801
6137,statement,1,497146
6137,ifstatement,1,497146
6137,forloop,1,497146
6138,statement,0,460673
6138,ifstatement,0,460673
6138,forloop,0,460673
6139,statement,1,330040
6139,ifstatement,1,330040
6139,forloop,1,330040
6140,statement,0,390693
6140,ifstatement,0,390693
6140,forloop,0,390693
6141,statement,0,220975
6141,ifstatement,0,220975
6141,forloop,0,220975
6142,statement,1,31191
6142,ifstatement,1,31191
6142,forloop,1,31191
6143,statement,0,404390
6143,ifstatement,0,404390
6143,forloop,0,404390
6144,statement,0,161314
6144,ifstatement,0,161314
6144,forloop,0,161314
6145,statement,0,350609
6145,ifstatement,0,350609
6145,forloop,0,350609
6146,statement,0,34679
6146,ifstatement,0,34679
6146,forloop,0,34679
6147,statement,0,243981
6147,ifstatement,0,243981
6147,forloop,0,243981
6148,statement,0,34462
6148,ifstatement,0,34462
6148,forloop,0,34462
6149,statement,1,218935
6149,ifstatement,1,218935
6149,forloop,1,218935
6150,statement,0,307676
6150,ifstatement,0,307676
6150,forloop,0,307676
6151,statement,1,372784
6151,ifstatement,1,372784
6151,forloop,1,372784
6152,statement,0,277106
6152,ifstatement,0,277106
6152,forloop,0,277106
6153,statement,0,238217
6153,ifstatement,0,238217
6153,forloop,0,238217
6154,statement,0,255680
6154,ifstatement,0,255680
6154,forloop,0,255680
6155,statement,0,345496
6155,ifstatement,0,345496
6155,forloop,0,345496
6156,statement,0,366273
6156,ifstatement,0,366273
6156,forloop,0,366273
6157,statement,1,119946
6157,ifstatement,1,119946
6157,forloop,1,119946
6158,statement,1,480735
6158,ifstatement,1,480735
6158,forloop,1,480735
6159,statement,0,472693
6159,ifstatement,0,472693
6159,forloop,0,472693
6160,statement,0,315381
6160,ifstatement,0,315381
6160,forloop,0,315381
6161,statement,0,230757
6161,ifstatement,0,230757
6161,forloop,0,230757
6162,statement,0,48587
6162,ifstatement,0,48587
6162,forloop,0,48587
6163,statement,1,110448
6163,ifstatement,1,110448
6163,forloop,1,110448
6164,statement,0,241200
6164,ifstatement,0,241200
6164,forloop,0,241200
6165,statement,1,242689
6165,ifstatement,1,242689
6165,forloop,1,242689
6166,statement,1,165168
6166,ifstatement,1,165168
6166,forloop,1,165168
6167,statement,0,87908
6167,ifstatement,0,87908
6167,forloop,0,87908
6168,statement,0,431653
6168,ifstatement,0,431653
6168,forloop,0,431653
6169,statement,1,436566
6169,ifstatement,1,436566
6169,forloop,1,436566
6170,statement,0,230315
6170,ifstatement,0,230315
6170,forloop,0,230315
6171,statement,0,33219
6171,ifstatement,0,33219
6171,forloop,0,33219
6172,statement,1,391968
6172,ifstatement,1,391968
6172,forloop,1,391968
6173,statement,1,279992
6173,ifstatement,1,279992
6173,forloop,1,279992
6174,statement,1,341655
6174,ifstatement,1,341655
6174,forloop,1,341655
6175,statement,1,149895
6175,ifstatement,1,149895
6175,forloop,1,149895
6176,statement,0,183603
6176,ifstatement,0,183603
6176,forloop,0,183603
6177,statement,1,338830
6177,ifstatement,1,338830
6177,forloop,1,338830
6178,statement,0,261468
6178,ifstatement,0,261468
6178,forloop,0,261468
6179,statement,0,212629
6179,ifstatement,0,212629
6179,forloop,0,212629
6180,statement,1,99489
6180,ifstatement,1,99489
6180,forloop,1,99489
6181,statement,1,313796
6181,ifstatement,1,313796
6181,forloop,1,313796
6182,statement,0,286169
6182,ifstatement,0,286169
6182,forloop,0,286169
6183,statement,1,293768
6183,ifstatement,1,293768
6183,forloop,1,293768
6184,statement,0,321402
6184,ifstatement,0,321402
6184,forloop,0,321402
6185,statement,1,157986
6185,ifstatement,1,157986
6185,forloop,1,157986
6186,statement,1,85422
6186,ifstatement,1,85422
6186,forloop,1,85422
6187,statement,1,485417
6187,ifstatement,1,485417
6187,forloop,1,485417
6188,statement,0,133287
6188,ifstatement,0,133287
6188,forloop,0,133287
6189,statement,0,398076
6189,ifstatement,0,398076
6189,forloop,0,398076
6190,statement,1,437942
6190,ifstatement,1,437942
6190,forloop,1,437942
6191,statement,0,69019
6191,ifstatement,0,69019
6191,forloop,0,69019
6192,statement,1,89348
6192,ifstatement,1,89348
6192,forloop,1,89348
6193,statement,0,72835
6193,ifstatement,0,72835
6193,forloop,0,72835
6194,statement,1,352193
6194,ifstatement,1,352193
6194,forloop,1,352193
6195,statement,1,495261
6195,ifstatement,1,495261
6195,forloop,1,495261
6196,statement,1,336642
6196,ifstatement,1,336642
6196,forloop,1,336642
6197,statement,1,222090
6197,ifstatement,1,222090
6197,forloop,1,222090
6198,statement,0,406312
6198,ifstatement,0,406312
6198,forloop,0,406312
6199,statement,1,320295
6199,ifstatement,1,320295
6199,forloop,1,320295
6200,statement,0,333467
6200,ifstatement,0,333467
6200,forloop,0,333467
6201,statement,0,145986
6201,ifstatement,0,145986
6201,forloop,0,145986
6202,statement,0,453807
6202,ifstatement,0,453807
6202,forloop,0,453807
6203,statement,0,342571
6203,ifstatement,0,342571
6203,forloop,0,342571
6204,statement,0,162327
6204,ifstatement,0,162327
6204,forloop,0,162327
6205,statement,1,450723
6205,ifstatement,1,450723
6205,forloop,1,450723
6206,statement,0,356998
6206,ifstatement,0,356998
6206,forloop,0,356998
6207,statement,0,135130
6207,ifstatement,0,135130
6207,forloop,0,135130
6208,statement,1,333953
6208,ifstatement,1,333953
6208,forloop,1,333953
6209,statement,0,189329
6209,ifstatement,0,189329
6209,forloop,0,189329
6210,statement,0,467465
6210,ifstatement,0,467465
6210,forloop,0,467465
6211,statement,0,123041
6211,ifstatement,0,123041
6211,forloop,0,123041
6212,statement,1,175843
6212,ifstatement,1,175843
6212,forloop,1,175843
6213,statement,0,350108
6213,ifstatement,0,350108
6213,forloop,0,350108
6214,statement,1,482535
6214,ifstatement,1,482535
6214,forloop,1,482535
6215,statement,1,108835
6215,ifstatement,1,108835
6215,forloop,1,108835
6216,statement,0,50362
6216,ifstatement,0,50362
6216,forloop,0,50362
6217,statement,0,296193
6217,ifstatement,0,296193
6217,forloop,0,296193
6218,statement,1,424212
6218,ifstatement,1,424212
6218,forloop,1,424212
6219,statement,1,263227
6219,ifstatement,1,263227
6219,forloop,1,263227
6220,statement,0,139352
6220,ifstatement,0,139352
6220,forloop,0,139352
6221,statement,1,287737
6221,ifstatement,1,287737
6221,forloop,1,287737
6222,statement,1,415557
6222,ifstatement,1,415557
6222,forloop,1,415557
6223,statement,0,106164
6223,ifstatement,0,106164
6223,forloop,0,106164
6224,statement,0,83897
6224,ifstatement,0,83897
6224,forloop,0,83897
6225,statement,1,424377
6225,ifstatement,1,424377
6225,forloop,1,424377
6226,statement,0,128659
6226,ifstatement,0,128659
6226,forloop,0,128659
6227,statement,1,463121
6227,ifstatement,1,463121
6227,forloop,1,463121
6228,statement,0,476558
6228,ifstatement,0,476558
6228,forloop,0,476558
6229,statement,0,242261
6229,ifstatement,0,242261
6229,forloop,0,242261
6230,statement,0,33106
6230,ifstatement,0,33106
6230,forloop,0,33106
6231,statement,0,435609
6231,ifstatement,0,435609
6231,forloop,0,435609
6232,statement,0,273722
6232,ifstatement,0,273722
6232,forloop,0,273722
6233,statement,1,45639
6233,ifstatement,1,45639
6233,forloop,1,45639
6234,statement,0,125671
6234,ifstatement,0,125671
6234,forloop,0,125671
6235,statement,0,294772
6235,ifstatement,0,294772
6235,forloop,0,294772
6236,statement,1,442060
6236,ifstatement,1,442060
6236,forloop,1,442060
6237,statement,1,356750
6237,ifstatement,1,356750
6237,forloop,1,356750
6238,statement,1,330058
6238,ifstatement,1,330058
6238,forloop,1,330058
6239,statement,1,372261
6239,ifstatement,1,372261
6239,forloop,1,372261
6240,statement,1,175374
6240,ifstatement,1,175374
6240,forloop,1,175374
6241,statement,1,441185
6241,ifstatement,1,441185
6241,forloop,1,441185
6242,statement,1,376586
6242,ifstatement,1,376586
6242,forloop,1,376586
6243,statement,1,97371
6243,ifstatement,1,97371
6243,forloop,1,97371
6244,statement,0,319423
6244,ifstatement,0,319423
6244,forloop,0,319423
6245,statement,1,163711
6245,ifstatement,1,163711
6245,forloop,1,163711
6246,statement,0,89235
6246,ifstatement,0,89235
6246,forloop,0,89235
6247,statement,0,370599
6247,ifstatement,0,370599
6247,forloop,0,370599
6248,statement,0,230348
6248,ifstatement,0,230348
6248,forloop,0,230348
6249,statement,1,483276
6249,ifstatement,1,483276
6249,forloop,1,483276
6250,statement,0,186405
6250,ifstatement,0,186405
6250,forloop,0,186405
6251,statement,0,81617
6251,ifstatement,0,81617
6251,forloop,0,81617
6252,statement,0,283012
6252,ifstatement,0,283012
6252,forloop,0,283012
6253,statement,1,198337
6253,ifstatement,1,198337
6253,forloop,1,198337
6254,statement,0,101683
6254,ifstatement,0,101683
6254,forloop,0,101683
6255,statement,0,111024
6255,ifstatement,0,111024
6255,forloop,0,111024
6256,statement,1,434366
6256,ifstatement,1,434366
6256,forloop,1,434366
6257,statement,1,218765
6257,ifstatement,1,218765
6257,forloop,1,218765
6258,statement,1,486771
6258,ifstatement,1,486771
6258,forloop,1,486771
6259,statement,0,258889
6259,ifstatement,0,258889
6259,forloop,0,258889
6260,statement,1,208144
6260,ifstatement,1,208144
6260,forloop,1,208144
6261,statement,1,189825
6261,ifstatement,1,189825
6261,forloop,1,189825
6262,statement,0,95564
6262,ifstatement,0,95564
6262,forloop,0,95564
6263,statement,0,156357
6263,ifstatement,0,156357
6263,forloop,0,156357
6264,statement,0,47707
6264,ifstatement,0,47707
6264,forloop,0,47707
6265,statement,0,123527
6265,ifstatement,0,123527
6265,forloop,0,123527
6266,statement,0,172048
6266,ifstatement,0,172048
6266,forloop,0,172048
6267,statement,1,427478
6267,ifstatement,1,427478
6267,forloop,1,427478
6268,statement,0,424701
6268,ifstatement,0,424701
6268,forloop,0,424701
6269,statement,1,310217
6269,ifstatement,1,310217
6269,forloop,1,310217
6270,statement,0,311544
6270,ifstatement,0,311544
6270,forloop,0,311544
6271,statement,1,423376
6271,ifstatement,1,423376
6271,forloop,1,423376
6272,statement,0,190120
6272,ifstatement,0,190120
6272,forloop,0,190120
6273,statement,0,154858
6273,ifstatement,0,154858
6273,forloop,0,154858
6274,statement,1,54705
6274,ifstatement,1,54705
6274,forloop,1,54705
6275,statement,0,287813
6275,ifstatement,0,287813
6275,forloop,0,287813
6276,statement,0,248521
6276,ifstatement,0,248521
6276,forloop,0,248521
6277,statement,1,229339
6277,ifstatement,1,229339
6277,forloop,1,229339
6278,statement,0,493532
6278,ifstatement,0,493532
6278,forloop,0,493532
6279,statement,0,108939
6279,ifstatement,0,108939
6279,forloop,0,108939
6280,statement,1,163747
6280,ifstatement,1,163747
6280,forloop,1,163747
6281,statement,1,390384
6281,ifstatement,1,390384
6281,forloop,1,390384
6282,statement,0,491916
6282,ifstatement,0,491916
6282,forloop,0,491916
6283,statement,0,496304
6283,ifstatement,0,496304
6283,forloop,0,496304
6284,statement,0,123151
6284,ifstatement,0,123151
6284,forloop,0,123151
6285,statement,1,478810
6285,ifstatement,1,478810
6285,forloop,1,478810
6286,statement,1,307689
6286,ifstatement,1,307689
6286,forloop,1,307689
6287,statement,0,303812
6287,ifstatement,0,303812
6287,forloop,0,303812
6288,statement,0,462998
6288,ifstatement,0,462998
6288,forloop,0,462998
6289,statement,0,338658
6289,ifstatement,0,338658
6289,forloop,0,338658
6290,statement,1,266176
6290,ifstatement,1,266176
6290,forloop,1,266176
6291,statement,0,187304
6291,ifstatement,0,187304
6291,forloop,0,187304
6292,statement,0,462842
6292,ifstatement,0,462842
6292,forloop,0,462842
6293,statement,0,324871
6293,ifstatement,0,324871
6293,forloop,0,324871
6294,statement,1,463181
6294,ifstatement,1,463181
6294,forloop,1,463181
6295,statement,0,399151
6295,ifstatement,0,399151
6295,forloop,0,399151
6296,statement,1,285835
6296,ifstatement,1,285835
6296,forloop,1,285835
6297,statement,1,406756
6297,ifstatement,1,406756
6297,forloop,1,406756
6298,statement,1,99164
6298,ifstatement,1,99164
6298,forloop,1,99164
6299,statement,1,121760
6299,ifstatement,1,121760
6299,forloop,1,121760
6300,statement,0,397042
6300,ifstatement,0,397042
6300,forloop,0,397042
6301,statement,1,401193
6301,ifstatement,1,401193
6301,forloop,1,401193
6302,statement,0,181629
6302,ifstatement,0,181629
6302,forloop,0,181629
6303,statement,0,265995
6303,ifstatement,0,265995
6303,forloop,0,265995
6304,statement,1,318197
6304,ifstatement,1,318197
6304,forloop,1,318197
6305,statement,1,330976
6305,ifstatement,1,330976
6305,forloop,1,330976
6306,statement,0,283897
6306,ifstatement,0,283897
6306,forloop,0,283897
6307,statement,0,122316
6307,ifstatement,0,122316
6307,forloop,0,122316
6308,statement,0,320698
6308,ifstatement,0,320698
6308,forloop,0,320698
6309,statement,1,264398
6309,ifstatement,1,264398
6309,forloop,1,264398
6310,statement,0,291980
6310,ifstatement,0,291980
6310,forloop,0,291980
6311,statement,1,355544
6311,ifstatement,1,355544
6311,forloop,1,355544
6312,statement,1,228203
6312,ifstatement,1,228203
6312,forloop,1,228203
6313,statement,0,308952
6313,ifstatement,0,308952
6313,forloop,0,308952
6314,statement,0,429065
6314,ifstatement,0,429065
6314,forloop,0,429065
6315,statement,0,179949
6315,ifstatement,0,179949
6315,forloop,0,179949
6316,statement,0,275324
6316,ifstatement,0,275324
6316,forloop,0,275324
6317,statement,0,286600
6317,ifstatement,0,286600
6317,forloop,0,286600
6318,statement,1,132310
6318,ifstatement,1,132310
6318,forloop,1,132310
6319,statement,0,38270
6319,ifstatement,0,38270
6319,forloop,0,38270
6320,statement,1,454374
6320,ifstatement,1,454374
6320,forloop,1,454374
6321,statement,1,429086
6321,ifstatement,1,429086
6321,forloop,1,429086
6322,statement,0,455354
6322,ifstatement,0,455354
6322,forloop,0,455354
6323,statement,1,146731
6323,ifstatement,1,146731
6323,forloop,1,146731
6324,statement,1,134739
6324,ifstatement,1,134739
6324,forloop,1,134739
6325,statement,0,464644
6325,ifstatement,0,464644
6325,forloop,0,464644
6326,statement,1,281974
6326,ifstatement,1,281974
6326,forloop,1,281974
6327,statement,0,481432
6327,ifstatement,0,481432
6327,forloop,0,481432
6328,statement,0,386949
6328,ifstatement,0,386949
6328,forloop,0,386949
6329,statement,0,337573
6329,ifstatement,0,337573
6329,forloop,0,337573
6330,statement,0,238308
6330,ifstatement,0,238308
6330,forloop,0,238308
6331,statement,0,41543
6331,ifstatement,0,41543
6331,forloop,0,41543
6332,statement,1,60816
6332,ifstatement,1,60816
6332,forloop,1,60816
6333,statement,1,472654
6333,ifstatement,1,472654
6333,forloop,1,472654
6334,statement,0,395085
6334,ifstatement,0,395085
6334,forloop,0,395085
6335,statement,0,293847
6335,ifstatement,0,293847
6335,forloop,0,293847
6336,statement,0,324329
6336,ifstatement,0,324329
6336,forloop,0,324329
6337,statement,1,137378
6337,ifstatement,1,137378
6337,forloop,1,137378
6338,statement,0,217560
6338,ifstatement,0,217560
6338,forloop,0,217560
6339,statement,1,298072
6339,ifstatement,1,298072
6339,forloop,1,298072
6340,statement,1,493484
6340,ifstatement,1,493484
6340,forloop,1,493484
6341,statement,1,351147
6341,ifstatement,1,351147
6341,forloop,1,351147
6342,statement,0,161661
6342,ifstatement,0,161661
6342,forloop,0,161661
6343,statement,0,147771
6343,ifstatement,0,147771
6343,forloop,0,147771
6344,statement,0,203099
6344,ifstatement,0,203099
6344,forloop,0,203099
6345,statement,1,448020
6345,ifstatement,1,448020
6345,forloop,1,448020
6346,statement,1,402607
6346,ifstatement,1,402607
6346,forloop,1,402607
6347,statement,1,95704
6347,ifstatement,1,95704
6347,forloop,1,95704
6348,statement,1,233469
6348,ifstatement,1,233469
6348,forloop,1,233469
6349,statement,1,397893
6349,ifstatement,1,397893
6349,forloop,1,397893
6350,statement,0,418679
6350,ifstatement,0,418679
6350,forloop,0,418679
6351,statement,0,41772
6351,ifstatement,0,41772
6351,forloop,0,41772
6352,statement,0,382905
6352,ifstatement,0,382905
6352,forloop,0,382905
6353,statement,0,436077
6353,ifstatement,0,436077
6353,forloop,0,436077
6354,statement,0,374013
6354,ifstatement,0,374013
6354,forloop,0,374013
6355,statement,0,118255
6355,ifstatement,0,118255
6355,forloop,0,118255
6356,statement,1,35280
6356,ifstatement,1,35280
6356,forloop,1,35280
6357,statement,0,446388
6357,ifstatement,0,446388
6357,forloop,0,446388
6358,statement,1,439572
6358,ifstatement,1,439572
6358,forloop,1,439572
6359,statement,0,275712
6359,ifstatement,0,275712
6359,forloop,0,275712
6360,statement,1,369456
6360,ifstatement,1,369456
6360,forloop,1,369456
6361,statement,1,414382
6361,ifstatement,1,414382
6361,forloop,1,414382
6362,statement,1,57316
6362,ifstatement,1,57316
6362,forloop,1,57316
6363,statement,1,47199
6363,ifstatement,1,47199
6363,forloop,1,47199
6364,statement,0,104197
6364,ifstatement,0,104197
6364,forloop,0,104197
6365,statement,0,56617
6365,ifstatement,0,56617
6365,forloop,0,56617
6366,statement,0,94328
6366,ifstatement,0,94328
6366,forloop,0,94328
6367,statement,1,73919
6367,ifstatement,1,73919
6367,forloop,1,73919
6368,statement,0,492543
6368,ifstatement,0,492543
6368,forloop,0,492543
6369,statement,0,477021
6369,ifstatement,0,477021
6369,forloop,0,477021
6370,statement,1,416613
6370,ifstatement,1,416613
6370,forloop,1,416613
6371,statement,1,292020
6371,ifstatement,1,292020
6371,forloop,1,292020
6372,statement,1,392042
6372,ifstatement,1,392042
6372,forloop,1,392042
6373,statement,0,439037
6373,ifstatement,0,439037
6373,forloop,0,439037
6374,statement,1,375782
6374,ifstatement,1,375782
6374,forloop,1,375782
6375,statement,1,284342
6375,ifstatement,1,284342
6375,forloop,1,284342
6376,statement,1,448084
6376,ifstatement,1,448084
6376,forloop,1,448084
6377,statement,1,71199
6377,ifstatement,1,71199
6377,forloop,1,71199
6378,statement,1,213331
6378,ifstatement,1,213331
6378,forloop,1,213331
6379,statement,0,405696
6379,ifstatement,0,405696
6379,forloop,0,405696
6380,statement,1,221504
6380,ifstatement,1,221504
6380,forloop,1,221504
6381,statement,0,31180
6381,ifstatement,0,31180
6381,forloop,0,31180
6382,statement,0,391034
6382,ifstatement,0,391034
6382,forloop,0,391034
6383,statement,0,488394
6383,ifstatement,0,488394
6383,forloop,0,488394
6384,statement,0,61913
6384,ifstatement,0,61913
6384,forloop,0,61913
6385,statement,1,280413
6385,ifstatement,1,280413
6385,forloop,1,280413
6386,statement,1,207083
6386,ifstatement,1,207083
6386,forloop,1,207083
6387,statement,0,498979
6387,ifstatement,0,498979
6387,forloop,0,498979
6388,statement,0,139784
6388,ifstatement,0,139784
6388,forloop,0,139784
6389,statement,0,430960
6389,ifstatement,0,430960
6389,forloop,0,430960
6390,statement,1,177322
6390,ifstatement,1,177322
6390,forloop,1,177322
6391,statement,1,299282
6391,ifstatement,1,299282
6391,forloop,1,299282
6392,statement,1,376603
6392,ifstatement,1,376603
6392,forloop,1,376603
6393,statement,0,325683
6393,ifstatement,0,325683
6393,forloop,0,325683
6394,statement,1,298638
6394,ifstatement,1,298638
6394,forloop,1,298638
6395,statement,1,293173
6395,ifstatement,1,293173
6395,forloop,1,293173
6396,statement,0,232364
6396,ifstatement,0,232364
6396,forloop,0,232364
6397,statement,1,145903
6397,ifstatement,1,145903
6397,forloop,1,145903
6398,statement,0,437619
6398,ifstatement,0,437619
6398,forloop,0,437619
6399,statement,1,430409
6399,ifstatement,1,430409
6399,forloop,1,430409
6400,statement,0,292177
6400,ifstatement,0,292177
6400,forloop,0,292177
6401,statement,1,303833
6401,ifstatement,1,303833
6401,forloop,1,303833
6402,statement,0,356765
6402,ifstatement,0,356765
6402,forloop,0,356765
6403,statement,0,462897
6403,ifstatement,0,462897
6403,forloop,0,462897
6404,statement,1,372206
6404,ifstatement,1,372206
6404,forloop,1,372206
6405,statement,1,114241
6405,ifstatement,1,114241
6405,forloop,1,114241
6406,statement,1,50609
6406,ifstatement,1,50609
6406,forloop,1,50609
6407,statement,1,65183
6407,ifstatement,1,65183
6407,forloop,1,65183
6408,statement,0,459006
6408,ifstatement,0,459006
6408,forloop,0,459006
6409,statement,1,261462
6409,ifstatement,1,261462
6409,forloop,1,261462
6410,statement,0,411815
6410,ifstatement,0,411815
6410,forloop,0,411815
6411,statement,1,52661
6411,ifstatement,1,52661
6411,forloop,1,52661
6412,statement,1,238551
6412,ifstatement,1,238551
6412,forloop,1,238551
6413,statement,0,459764
6413,ifstatement,0,459764
6413,forloop,0,459764
6414,statement,1,475376
6414,ifstatement,1,475376
6414,forloop,1,475376
6415,statement,0,384546
6415,ifstatement,0,384546
6415,forloop,0,384546
6416,statement,1,329351
6416,ifstatement,1,329351
6416,forloop,1,329351
